id,originalId,ExpCondition,date,time,attempts,mobile,referer,ip,device,os,browser,inviterId,barChart,polMap,svr,radar,suppTimer1,suppTimer2,suppTimer3,sex,age,education,province,interestInPolitics,voteIntention,voteReason,prevVote,forecastVote_m18to35noUni,forecastVote_m18to35Uni,forecastVote_f18to35noUni,forecastVote_f18to35Uni,forecastVote_m36to50noUni,forecastVote_m36to50Uni,forecastVote_f36to50noUni,forecastVote_f36to50Uni,forecastVote_m51to65noUni,forecastVote_m51to65Uni,forecastVote_f51to65noUni,forecastVote_f51to65Uni,forecastVote_mOver65noUni,forecastVote_mOver65Uni,forecastVote_fOver65noUni,forecastVote_fOver65Uni,usefulResult,placeTimer1,placeTimer2,placeTimer3,placeTimer4,LRplace_Self,placeLR_VVD,placeLR_PvdA,placeLR_PVV,placeLR_SP,placeLR_CDA,placeLR_D66,placeLR_GL,ProgConsplace_Self,placeProgCons_VVD,placeProgCons_PvdA,placeProgCons_PVV,placeProgCons_SP,placeProgCons_CDA,placeProgCons_D66,placeProgCons_GL,placeLeader_Rutte,placeLeader_Asscher,placeLeader_Roemer,placeLeader_Buma,placeLeader_Wilders,placeLeader_Pechtold,placeLeader_Klaver,PTV_VVD,PTV_PvdA,PTV_PVV,PTV_SP,PTV_CDA,PTV_D66,PTV_GL,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,q11,q12,q13,q14,q15,q16,q17,q18,q19,q20,q21,q22,q23,q24,q25,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24,t25,totalTime
6353,58c856d772a6b9bd106e8f3d,2,2017-03-14,20:47:19,2,0,https://l.facebook.com/l.php?u=https://www.stem-consult.nl/,f113e0c1e419cc39658280a31a3b450e,Other 0.0.0,Windows 10 0.0.0,IE 11.0.0,-999,-999,-999,-999,-999,19.2,31.8,-999,1,-998,6,1,2,-996,-999,6,-1,-1,-1,-1,-1,-1,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,25.2,20.4,20.8,-1,5,10,2,9,0,7,4,2,5,9,2,9,0,7,3,0,5,4,8,3,5,3,1,-1,-1,-1,-1,-1,-1,-1,4,4,4,2,4,5,2,4,1,4,2,5,1,5,4,4,2,4,2,1,2,2,5,2,5,2.8,1.9,4.9,3.9,2.4,2.2,4.8,2.7,3.2,3,4.2,2.6,2.2,2.1,3.5,3.2,2.9,2.2,3,3,3.5,2.8,3.2,3.7,4.5,78.4
6354,58c8571c72a6b9bd106e8f3e,2,2017-03-14,20:48:28,2,0,https://www.stem-consult.nl/d2/,b8829812c8e7afe5e1d517788a0c863d,Other 0.0.0,Windows 8.1 0.0.0,Chrome 56.0.2924,-999,-999,-999,-999,-999,2.8,3.7,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1.6,1.1,-1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-1,-1,-1,-1,-1,-1,-1,5,3,5,1,3,4,3,2,2,3,3,5,2,4,3,3,3,4,3,4,3,3,3,2,3,5.4,4.2,2.8,2.2,2,11.9,5.1,2.5,3.1,1.9,2.9,3.3,2.7,3.2,3.1,6.7,1.9,2,1.8,3.5,2.4,2.1,2.1,2.5,9.1,90.4
6355,58c8572572a6b9bd106e8f40,2,2017-03-14,20:48:37,1,0,http://l.facebook.com/l.php?u=http://www.stem-consult.nl/,710ed843ff5a334981dad91f1f6380a3,Other 0.0.0,Windows 8.1 0.0.0,IE 11.0.0,-999,0,-999,-999,-999,28.8,12.9,-999,1,47,6,2,3,-999,-999,-999,-1,-1,-1,-1,-1,-999,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16.1,2.3,39.6,-1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,5,4,2,5,1,4,5,-1,-1,-1,-1,-1,-1,-1,3,3,4,3,1,5,2,1,3,4,4,4,1,3,2,4,3,2,4,4,1,1,5,3,1,11.1,2.7,4.7,2.5,2.6,4.2,34.6,4.6,58.5,3.4,6.7,4.2,3.5,2.9,4.9,4.5,2,10.2,4.1,22.3,4.3,7.4,4.8,3.6,8,222.3
6356,58c8573272a6b9bd106e8f42,2,2017-03-14,20:48:50,1,0,http://www.stem-consult.nl/,e0e313a9ec2f5be352fa0ba3546e8923,Other 0.0.0,Windows 10 0.0.0,Chrome 56.0.2924,-999,0,-999,-999,-999,34.4,64.3,-999,1,49,5,12,2,1,2,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,-1,-1,128,12.2,42.5,-1,7,8,2,9,2,8,5,2,-999,-999,-999,-999,-999,-999,-999,-999,1,1,7,9,9,7,0,-1,-1,-1,-1,-1,-1,-1,4,4,4,2,2,3,2,2,2,4,4,3,2,4,3,3,3,2,2,2,3,4,3,4,3,5.8,5.7,5.9,4.3,5.1,6.9,4.3,4.9,4.6,2,2.2,6.7,3.4,5.7,4.2,4,1.5,5.1,4.4,2.5,5.6,12.9,5.5,12,4.2,129.4
6357,58c8573a72a6b9bd106e8f44,2,2017-03-14,20:48:58,1,0,https://www.facebook.com/,b4a5adc0c668b49a4ea3d3f9bca1056a,Other 0.0.0,Windows 10 0.0.0,Chrome 56.0.2924,-999,1,-999,-999,-999,36.3,63,-999,1,53,3,12,4,9,2,-996,-1,-1,-1,-1,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,18.1,14,22.9,-1,-999,-999,-999,10,-999,-999,-999,-999,-999,-999,-999,10,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-1,-1,-1,-1,-1,-1,-1,5,4,5,1,1,-999,3,5,1,3,5,4,1,5,2,3,4,1,3,2,2,1,2,2,3,6.4,9.5,6.6,2.8,5.7,7,7.3,17.5,7.8,4.8,20.6,18,8.8,3.9,5,5.1,6.5,6,3.8,5.4,5.2,4.8,8,13.9,5.2,195.6
6358,58c8574472a6b9bd106e8f46,2,2017-03-14,20:49:08,1,0,https://www.facebook.com/,0a2a4f7b1c1a1da7b906d5d3cd9307d2,Other 0.0.0,Windows 10 0.0.0,Edge 14.14393.0,-999,-999,-999,-999,-999,21.1,46.4,-999,1,48,3,7,3,9,2,8,-1,-1,-1,-1,-996,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16.1,8.5,38.4,-1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,2,3,1,9,4,4,-1,-1,-1,-1,-1,-1,-1,2,4,5,1,3,5,2,2,1,2,5,5,1,5,2,3,3,2,1,3,1,1,4,2,5,5.9,5.6,4.7,3,3.5,5.8,5.4,8.7,5.3,4.1,2.9,3.7,2.7,2.9,5.1,5.5,3.3,5.8,4,4.5,4,3.9,4.8,8.6,4.1,117.8
6359,58c8575172a6b9bd106e8f48,2,2017-03-14,20:49:21,1,0,https://www.facebook.com/,b4a5adc0c668b49a4ea3d3f9bca1056a,Other 0.0.0,Windows 7 0.0.0,Chrome 56.0.2924,-999,-999,-999,-999,-999,20.9,51.1,-999,2,34,5,2,2,9,2,8,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,36.9,47.4,23.8,94.8,-999,-999,-999,-999,-999,-999,-999,-999,10,6,0,7,4,7,1,0,6,2,2,6,7,0,0,6,0,7,5,7,0,0,5,5,5,3,1,3,2,1,3,2,3,5,1,4,2,3,4,3,1,1,2,4,5,5,3,5.1,3.6,4.3,4.1,5.8,2.9,85.5,7.1,4.6,71,2.3,3.6,3,3.4,8,7,3.3,2.5,4,3.2,4.2,76.4,34.9,6.1,71,426.9
6360,58c8575e72a6b9bd106e8f4a,2,2017-03-14,20:49:34,1,0,https://www.facebook.com/,24b28faa1300b17337162750546fed70,Other 0.0.0,Windows 10 0.0.0,Chrome 56.0.2924,-999,-999,-999,-999,-999,37.3,71.3,-999,1,37,3,4,3,11,2,8,-1,-1,-1,-1,-1,-1,-1,-1,9,-1,-1,-1,-1,-1,-1,-1,-1,51.3,34.8,69.9,85.5,-999,4,3,7,7,5,5,6,6,4,5,7,8,4,4,6,2,3,7,4,7,5,6,2,3,9,8,3,5,5,4,3,3,1,1,4,2,3,1,2,4,4,2,3,2,4,4,4,2,2,2,1,4,3,2,9,6.9,8.3,2.8,4,5.2,7.7,6.1,5.5,3.3,3.4,6.1,6.5,6.3,10.1,7.7,3,7.2,10.4,3.1,5.3,3.6,6.6,8.2,7.7,154
6361,58c8577b72a6b9bd106e8f4c,2,2017-03-14,20:50:03,1,1,http://m.facebook.com,87a894036900ca4dbbdb95983c52d6df,iPad41 0.0.0,iOS 9.3.5,Mobile Safari 9.3.5,-999,-999,-999,-999,-999,27,42.8,-999,2,17,4,12,2,6,-997,-997,-1,-1,-1,-1,-1,-1,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,58.2,36.8,59.1,71.2,2,8,2,4,1,6,4,2,6,6,6,1,6,4,8,8,4,6,7,3,2,7,8,1,8,0,8,4,8,9,3,1,3,5,2,2,2,2,4,4,1,2,2,3,4,4,2,4,4,4,-999,4,5,2,2,13.8,6.7,13.6,2.8,7.6,3.1,3.5,3.8,2.8,5.4,2.5,2.7,3.3,3.9,8,6.4,2.8,10.8,2,2.2,5.8,4.8,5.1,3.2,3.2,129.8
6362,58c857ab72a6b9bd106e8f4e,2,2017-03-14,20:50:51,1,0,https://www.facebook.com/,5ab43cb95f07ccfd50173ca86ea2422d,Other 0.0.0,Windows 10 0.0.0,Edge 14.14393.0,-999,0,-999,-999,-999,45.1,38.7,-999,2,62,3,12,1,7,2,6,-1,-1,-1,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17.9,43.9,29.6,-1,-999,-999,-999,-999,-999,-999,-999,-999,9,1,8,0,5,1,2,7,5,7,6,4,0,3,7,-1,-1,-1,-1,-1,-1,-1,4,1,4,1,2,2,2,2,4,4,1,4,1,4,4,5,2,4,1,2,2,2,4,2,2,5.7,5.6,6,5.1,3.2,6.8,7.1,4.8,4,3.7,2.9,4.2,4.2,7.3,3.8,4.3,4.1,3.3,4.5,2.7,6,4.6,4,4.4,4,116.3
6363,58c857bb72a6b9bd106e8f50,2,2017-03-14,20:51:07,1,0,https://www.facebook.com/,13cf5c0867afcba3b05042a2cc057078,Other 0.0.0,Windows 10 0.0.0,Chrome 56.0.2924,-999,-999,-999,-999,-999,67.1,10.5,-999,1,68,4,12,3,-999,-999,-999,-1,-1,-1,-1,-1,-1,-1,-999,-1,-1,-1,-1,-1,-1,-1,-1,-1,20.1,4.6,48.5,-1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,3,3,3,1,5,6,9,-1,-1,-1,-1,-1,-1,-1,4,2,4,1,2,3,2,2,3,3,2,2,2,4,2,4,4,4,2,4,2,2,4,4,2,6.9,8.7,6.3,2.7,7.4,8.4,6.6,3.5,3.8,5.6,4.3,3.2,2.9,4.1,22.9,6.8,6.2,3.1,6.8,4.4,2.7,4,7.4,7.3,4.3,150.3
6364,58c857c172a6b9bd106e8f52,2,2017-03-14,20:51:13,1,1,http://www.stem-consult.nl/,f113e0c1e419cc39658280a31a3b450e,iPhone 0.0.0,iOS 10.2.1,Mobile Safari 10.0.0,-999,-999,-999,-999,-999,29.9,22.7,-999,1,21,6,4,4,4,-999,-999,-1,-1,-1,-1,-999,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,41.8,28.2,31,-1,-999,1,2,0,5,5,9,9,-999,1,2,0,4,5,9,9,5,6,4,7,0,6,6,-1,-1,-1,-1,-1,-1,-1,4,2,4,4,1,4,2,1,1,5,2,3,1,3,2,5,1,5,4,4,2,4,4,5,1,5.3,51.2,13,19.3,50.3,4.4,5.8,4.2,3.5,7.2,43,5.4,14.2,4.1,6.9,4.5,2.9,2.1,31,4.5,3.6,3.2,11.7,10,3.9,315.2
6365,58c857d772a6b9bd106e8f55,2,2017-03-14,20:51:35,1,0,https://www.facebook.com/,6eea1c5912a46bf5e72863148e196691,Other 0.0.0,Windows 10 0.0.0,Chrome 56.0.2924,-999,-999,-999,-999,-999,29,31.9,-999,1,41,-998,1,4,-999,-999,10,-1,-1,-1,-1,-1,-1,-1,-996,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.5,14.6,23.2,-1,-999,-999,-999,-999,-999,-999,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,1,3,5,0,0,5,5,-1,-1,-1,-1,-1,-1,-1,3,2,3,1,2,3,2,1,4,4,1,4,1,3,3,4,3,2,1,1,1,2,2,1,2,6.1,18.3,2.8,2.8,2.7,3.5,5,4.1,4.6,3.3,3.8,4.5,3,3.7,4.5,6.1,2.7,4.4,2.1,3.6,3.9,4.6,3.7,5.1,4.5,113.4
6366,58c857e672a6b9bd106e8f57,2,2017-03-14,20:51:50,1,0,https://www.facebook.com/,24b28faa1300b17337162750546fed70,Other 0.0.0,Windows 10 0.0.0,Chrome 56.0.2924,-999,-999,-999,-999,-999,23.1,48.1,-999,2,19,5,3,3,3,1,-999,-1,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,26.5,3.8,10.2,-1,10,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-1,-1,-1,-1,-1,-1,-1,5,3,2,1,2,5,4,5,3,2,1,2,1,3,4,4,3,1,4,2,2,4,3,4,2,3.8,4.8,4.1,2.7,6.4,7.2,9.7,8,6,3.1,2.5,5,3.3,4.7,6,5.3,2.8,3.8,6.6,3.1,4.5,6.1,6.5,7.2,3.5,126.7
6367,58c857fb72a6b9bd106e8f5b,2,2017-03-14,20:52:11,1,0,http://www.stem-consult.nl/,0a2a4f7b1c1a1da7b906d5d3cd9307d2,Other 0.0.0,Windows 10 0.0.0,IE 11.0.0,-999,-999,-999,-999,-999,23.8,74.9,-999,1,40,6,10,3,4,2,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,-1,-1,-1,-1,-1,114.5,63.9,44,-1,4,9,3,10,1,7,5,2,6,7,7,5,3,8,5,3,8,5,3,5,0,8,9,-1,-1,-1,-1,-1,-1,-1,2,3,3,3,2,3,2,2,4,2,2,3,2,3,3,4,2,3,3,2,2,2,4,3,2,5.6,2.9,11.6,5.7,4.7,6.5,12.3,7.2,4.1,3.5,5.1,6.8,6.4,5.5,8.8,7.8,7.8,8.4,4.5,4.6,3.9,5.2,5.3,11.2,3.7,159.1
6368,58c8583572a6b9bd106e8f60,2,2017-03-14,20:53:09,1,0,https://www.facebook.com/,f46107053603610131f55ca209b82639,Other 0.0.0,Windows 10 0.0.0,Chrome 56.0.2924,-999,-999,-999,-999,-999,30.5,28.6,-999,1,35,3,11,2,11,2,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-996,-1,-1,-1,-1,43.8,12.5,15.9,-1,-999,1,0,6,8,0,1,6,-999,-999,-999,-999,-999,-999,-999,-999,1,1,7,1,6,0,4,-1,-1,-1,-1,-1,-1,-1,2,3,5,2,2,5,1,1,2,4,2,5,1,5,2,4,3,1,1,3,2,1,5,4,5,6.4,6.2,3.7,4.1,2.9,5.8,4.8,2.9,4.1,2.7,3.3,3.8,2.5,2.7,10.8,5.1,3.1,2.2,3.8,3.2,3.6,2.1,4.7,3.9,3.5,101.9
6369,58c8585e72a6b9bd106e8f62,2,2017-03-14,20:53:50,1,1,http://m.facebook.com/,d732bed5ed9cbffdca1f1276f5c52145,Samsung SM-G800F 0.0.0,Android 5.1.1,Chrome Mobile 56.0.2924,-999,0,-999,-999,-999,37.3,41.5,-999,1,46,6,9,2,4,2,4,-1,-1,-1,-1,-1,-1,-1,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,138.5,157.4,28.2,-1,5,8,3,6,2,6,6,4,4,7,6,7,3,7,3,2,8,7,7,8,7,6,6,-1,-1,-1,-1,-1,-1,-1,4,3,2,4,2,2,2,2,4,4,2,4,2,4,2,4,2,2,4,2,2,4,4,2,2,30.6,9.3,3.4,4.3,11.8,3.1,12.8,5.4,2.4,2.3,2.2,2.8,2.4,4,3.7,4.3,3.4,14,2,2.3,3.4,3.1,2.8,6.4,74.9,217.1
6370,58c8587b72a6b9bd106e8f64,2,2017-03-14,20:54:19,1,0,https://www.facebook.com/,d8821644f96311cea8c990e2fea03211,Other 0.0.0,Windows 10 0.0.0,Edge 14.14393.0,-999,-999,-999,-999,-999,33.4,64.8,-999,2,47,3,5,5,-996,-998,-996,-1,-1,-1,-996,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,52,17.2,16.8,76.4,5,9,5,5,5,7,5,6,7,3,6,7,4,6,-999,-999,4,5,5,5,5,5,6,0,8,2,3,3,4,4,3,2,5,2,3,4,2,1,2,4,3,4,1,4,3,3,3,3,3,4,3,2,4,3,4,8.4,11.2,7.3,2.7,3.6,5.4,12.6,49.1,5.8,3.4,2.6,3.7,8.6,4.5,3.4,11,70.1,2.9,4.8,20.8,4.9,9,5.1,13.8,31.7,306.4
6371,58c858b772a6b9bd106e8f66,2,2017-03-14,20:55:19,1,1,http://kieswijzerkiezer.nl/vraag-18a,41aaaa1188b4419cc0d7468d21479dce,iPad 0.0.0,iOS 10.2.1,Mobile Safari 10.0.0,-999,-999,-999,-999,-999,23.6,11.3,-999,1,32,7,12,1,-999,-999,-999,-1,-1,-1,-1,-1,-999,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,196.1,37.5,25,-1,8,9,5,3,2,7,7,6,9,7,7,1,0,4,9,8,9,6,4,2,1,7,5,-1,-1,-1,-1,-1,-1,-1,4,2,4,5,4,2,-999,1,2,5,1,4,2,4,4,4,-999,4,5,1,2,4,2,2,2,3.8,12.4,2.4,3.6,3.8,2.9,10.6,4.8,3.2,2.3,2.3,6.7,2.6,2.6,2.7,5.7,3.9,4.8,3.1,2.9,5.9,2.9,3.5,6.2,4,109.6
6372,58c858f572a6b9bd106e8f68,2,2017-03-14,20:56:21,1,0,https://www.facebook.com/,bd926ad2c650dcaf0340656e76fb647e,Other 0.0.0,Windows 10 0.0.0,Chrome 56.0.2924,-999,-999,-999,-999,-999,35.2,41.7,-999,1,54,3,7,2,4,2,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,-1,20.5,13.7,35.4,-1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,10,-999,6,5,5,6,5,5,4,-1,-1,-1,-1,-1,-1,-1,3,2,4,3,2,4,3,1,3,3,2,3,2,4,2,4,3,2,2,2,2,2,4,2,3,5.6,4.4,5.4,3.6,3.1,7.2,6,7,3.8,2.7,3.6,5,3.6,3.4,6.7,4.8,3.3,2.8,3.9,3.5,3.1,4.2,4.4,4.3,4.4,109.8
6373,58c8591972a6b9bd106e8f6a,2,2017-03-14,20:56:57,1,0,https://www.facebook.com/,683997367792dda3caeb769f017889b4,Other 0.0.0,Windows 10 0.0.0,Chrome 56.0.2924,-999,1,-999,-999,-999,30.1,29.7,-999,1,55,4,10,3,9,2,8,-996,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14,37.1,42.9,-1,-999,-999,-999,-999,-999,-999,-999,-999,3,-999,-999,0,-999,-999,-999,-999,4,5,7,3,9,2,7,-1,-1,-1,-1,-1,-1,-1,5,3,5,2,3,4,2,1,1,4,5,5,2,4,1,3,2,4,2,4,1,2,3,2,4,5.9,3.6,2.9,4.5,3.5,4.8,5.1,3.4,2.9,2.7,2,3.2,2.9,2.6,4.2,5.2,2.8,3.3,2.1,2.6,3.7,2.9,4.2,6.9,3.3,91.2
6374,58c8591a72a6b9bd106e8f6c,2,2017-03-14,20:56:58,2,0,https://www.facebook.com/,0a2a4f7b1c1a1da7b906d5d3cd9307d2,Other 0.0.0,Windows 10 0.0.0,Chrome 56.0.2924,-999,-999,-999,-999,-999,16.2,69.8,-999,2,27,7,9,3,3,2,3,-1,-1,-1,-1,-1,-1,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,49.7,90.2,23.3,75.2,7,5,-999,-999,-999,-999,-999,-999,2,3,5,0,7,7,3,1,3,2,0,0,0,5,6,0,0,0,0,10,10,10,5,2,3,5,2,4,5,5,5,5,1,4,2,2,5,5,1,4,5,2,3,5,2,1,2,4.5,7.1,4.5,2.9,11.3,8.1,6.1,4.8,3.7,4,2.9,8.8,7.5,5.5,7.5,8.9,3.2,13.8,33,3.9,11.2,9.9,5.9,12.6,12.5,204.1
6375,58c8591f72a6b9bd106e8f6e,2,2017-03-14,20:57:03,1,1,http://m.facebook.com,87a894036900ca4dbbdb95983c52d6df,iPad41 0.0.0,iOS 10.2.1,Mobile Safari 10.2.1,-999,-999,-999,-999,-999,32,84.9,-999,1,53,5,1,2,9,7,-995,15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,58.2,69.3,89.7,-1,10,-999,-999,10,10,-999,-999,-999,7,-999,-999,9,-999,-999,-999,-999,1,1,8,7,8,1,6,-1,-1,-1,-1,-1,-1,-1,3,3,4,2,2,4,3,2,2,4,4,4,2,4,2,3,3,2,2,2,2,2,5,4,3,13,8.4,2.9,3.8,6.9,17.9,11.7,5.2,5.9,3.3,13,3.5,4.8,3.8,5.1,8.5,3.7,3.4,3.6,5.6,2.5,3.4,4.1,19.6,11.2,174.8
6376,58c8592772a6b9bd106e8f70,2,2017-03-14,20:57:11,1,0,https://www.facebook.com/,683997367792dda3caeb769f017889b4,Other 0.0.0,Windows 10 0.0.0,Chrome 56.0.2924,-999,1,-999,-999,-999,30,36.5,-999,2,53,4,10,2,9,2,8,-1,-1,-1,-1,-1,-1,-1,-1,9,-1,-1,-1,-1,-1,-1,-1,-1,63.1,30.3,19.3,92.8,8,2,1,10,1,1,0,0,8,1,1,10,0,1,1,1,0,0,0,3,10,1,0,0,0,10,0,0,0,0,3,5,5,2,2,3,3,3,1,3,5,5,1,4,2,4,4,4,1,1,3,2,5,3,5,5.5,3.6,6.9,4.8,3.6,8.8,8.3,8.1,4.2,2.5,2.8,5.4,2.6,32.8,5.9,6.2,3.4,2.9,2.5,2.5,6.5,5.3,4.3,14.8,3.3,157.5
6378,58c859a172a6b9bd106e8f7b,2,2017-03-14,20:59:13,1,0,https://www.facebook.com/,710ed843ff5a334981dad91f1f6380a3,Other 0.0.0,Windows 10 0.0.0,Chrome 56.0.2924,-999,1,-999,-999,-999,39,47.4,-999,2,54,6,7,3,12,3,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,-1,-1,-1,-1,-1,16.2,61,36.5,86.4,-999,-999,-999,-999,-999,-999,-999,-999,5,7,5,5,6,5,5,6,7,6,6,6,5,7,5,10,0,1,0,5,5,5,2,2,2,4,2,4,4,2,4,3,2,2,2,4,4,2,4,4,4,2,3,4,4,2,2,9.8,8.7,8.2,2.9,3.7,4.9,10.7,6.2,4,7.4,2.8,3.1,4.3,8.2,9,16.4,11.4,6.3,4.5,5.6,6.2,6.1,8.6,5.4,4.5,168.9
6379,58c859a572a6b9bd106e8f7d,2,2017-03-14,20:59:17,1,0,https://www.facebook.com/,e28d48c21f46a8cedf4c8ab1484d807f,Other 0.0.0,Windows 10 0.0.0,Chrome 56.0.2924,-999,-999,0,-999,-999,30.8,41.5,-999,1,42,7,12,2,8,2,11,-1,-1,-1,-1,-1,-1,-1,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,67.3,32.3,35.3,78.1,8,8,1,7,1,8,3,2,5,7,3,7,3,7,4,3,7,4,6,6,3,3,5,10,1,5,0,5,3,3,4,3,3,2,3,4,2,2,2,4,2,5,1,4,4,4,2,2,4,2,1,2,4,2,2,7.7,6.6,3.9,4.4,3.4,6.1,3.5,3,3.7,2,3.3,6.8,4.2,5.9,4.5,4.6,3,5.5,3.6,5.2,7.2,7,4.8,4.4,5.5,119.8
6380,58c859a672a6b9bd106e8f7f,2,2017-03-14,20:59:18,1,0,https://www.facebook.com/,5ab43cb95f07ccfd50173ca86ea2422d,Other 0.0.0,Windows 10 0.0.0,Chrome 56.0.2924,-999,0,-999,-999,-999,30.4,7.6,-999,1,55,4,4,2,-999,-999,-999,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-999,-1,17.3,4.5,33.5,-1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,7,7,7,6,0,5,3,-1,-1,-1,-1,-1,-1,-1,3,3,4,2,2,4,2,2,3,3,2,3,2,4,2,3,4,2,3,4,2,4,4,3,2,5.2,4.2,5.7,2.8,3.9,6.2,3.3,3.3,3.3,2.5,2.6,3.6,2.8,5.1,6.9,4.6,4.2,6.1,3.6,3.4,3.4,4.1,4.5,3.2,4.8,103.3
6381,58c859bb72a6b9bd106e8f81,2,2017-03-14,20:59:39,1,0,https://www.facebook.com/,b8829812c8e7afe5e1d517788a0c863d,Other 0.0.0,Windows 10 0.0.0,Chrome 51.0.2683,-999,-999,-999,-999,-999,40.6,43,-999,1,47,5,7,3,-996,-999,-996,-1,-999,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6.9,27.4,53.1,-1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,7,5,8,-999,2,6,8,-1,-1,-1,-1,-1,-1,-1,2,2,4,2,2,4,2,1,4,4,2,4,2,3,4,4,2,2,2,2,2,2,4,2,2,6.6,10.9,5,5.1,4.8,7.6,10.1,54.2,6.5,5.9,3.3,4.1,4.1,10.1,8.7,3.8,3.7,5.5,5,4.8,4.2,6.3,11.8,14.2,4.2,210.5
6382,58c859f272a6b9bd106e8f83,2,2017-03-14,21:00:34,2,0,https://www.facebook.com/,a5327d5270ad0a318039a5841c7495ca,Other 0.0.0,Windows 10 0.0.0,Chrome 56.0.2924,-999,1,-999,-999,-999,66.4,104.2,-999,2,52,4,12,3,9,2,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15,-1,-1,-1,-1,-1,59.3,9.5,46.4,-1,-999,-999,-999,10,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,10,-999,-999,-1,-1,-1,-1,-1,-1,-1,5,1,5,1,1,5,4,5,1,3,1,5,1,5,2,4,4,5,1,4,4,1,4,4,1,8.3,18.6,9,4.9,8.4,6.5,13.9,7.7,8,19.2,5,7.8,13.4,8.5,16.5,21.2,12,11.2,8.3,6.6,7.4,6.6,8,20.9,16.3,274.2
6383,58c85a0a72a6b9bd106e8f85,2,2017-03-14,21:00:58,1,0,https://www.facebook.com/,9de31d34db5474044b9192ada788309c,Other 0.0.0,Windows 8.1 0.0.0,Chrome 56.0.2924,-999,-1,-999,-999,-999,34.5,48.6,-999,1,52,5,12,4,12,1,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,41.2,14,31.2,-1,-999,7,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,8,5,6,5,5,5,5,-1,-1,-1,-1,-1,-1,-1,3,3,2,3,2,2,2,2,4,4,2,4,2,3,3,4,4,4,2,3,2,4,2,2,2,14.8,8.9,8.5,7.2,3.4,8.6,11.4,6.1,7.8,3,2.7,3.4,3.4,7,12.3,4.6,2.6,2.7,2.3,4.2,7,3,6.8,16.6,7.6,165.9
